REGION_NM,MON_YR,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INST_CAP,PROGRAM_GENERATION,ACTUAL GENERATION
REG1,Apr-16,NORTHERN,PUNJAB,STATE,HYDRO,HYDRO,PSPCL,SHANAN  HPS,110,57,49.59
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,COAL,GSECL,SIKKA REP. TPS,740,169,240.86
REG4,Apr-16,EASTERN,ORISSA,CENTRAL,THERMAL,COAL,NTPC Ltd.,TALCHER (OLD) TPS,460,302,305.93
REG4,Apr-16,EASTERN,ORISSA,CENTRAL,THERMAL,COAL,NTPC Ltd.,TALCHER STPS,3000,1929,2075.14
REG1,Apr-16,NORTHERN,UTTARAKHAND,CENTRAL,HYDRO,HYDRO,NHPC,TANAKPUR  HPS,94.2,20,17.19
REG1,Apr-16,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,KHODRI  HPS,120,27,18.66
REG2,Apr-16,WESTERN,CHHATTISGARH,STATE,THERMAL,COAL,CSPGCL,KORBA-III,240,81,134.28
REG1,Apr-16,NORTHERN,PUNJAB,CENTRAL,HYDRO,HYDRO,BBMB,KOTLA  HPS,77.65,37,36.55
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,KUTTIYADI  HPS.,125,40,36.96
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,LOWER SILERU  HPS,460,99,80.53
REG3,Apr-16,SOUTHERN,TAMIL NADU,CENTRAL,NUCLEAR,NUCLEAR,NPCIL,MADRAS  A.P.S.,440,264,213.06
REG2,Apr-16,WESTERN,MADHYA PRADESH,STATE,HYDRO,HYDRO,MPPGCL,MADHIKHERA  HPS,60,0,0
REG4,Apr-16,EASTERN,JHARKHAND,CENTRAL,THERMAL,NATURAL GAS,DVC,MAITHON GT (Liq.),90,0,0
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,SHOLAYAR  HPS.,95,5,6.09
REG2,Apr-16,WESTERN,MADHYA PRADESH,STATE,HYDRO,HYDRO,MPPGCL,GANDHI SAGAR  HPS,115,10,4.02
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,GERUSUPPA  HPS,240,33,21.29
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,HAMPI  HPS,36,3,0
REG2,Apr-16,WESTERN,CHHATTISGARH,STATE,HYDRO,HYDRO,CSPGCL,HASDEOBANGO  HPS,120,10,19.19
REG2,Apr-16,WESTERN,MADHYA PRADESH,CENTRAL,HYDRO,HYDRO,NHDC,INDIRA SAGAR  HPS,1000,150,123.19
REG2,Apr-16,WESTERN,MADHYA PRADESH,CENTRAL,HYDRO,HYDRO,NHDC,OMKARESHWAR  HPS,520,70,66.2
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,PERIYAR  HPS.,140,0,0
REG3,Apr-16,SOUTHERN,TELANGANA,CENTRAL,THERMAL,COAL,NTPC Ltd.,RAMAGUNDEM STPS,2600,1442,1825.4
REG1,Apr-16,NORTHERN,PUNJAB,STATE,THERMAL,COAL,PSPCL,ROPAR TPS,1260,302,122.28
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,TATA PCL,TROMBAY TPS,1400,502,474.1
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,NATURAL GAS,GSECL,UTRAN CCPP,518,0,104.95
REG5,Apr-16,NORTH EASTERN,TRIPURA,CENTRAL,THERMAL,NATURAL GAS,ONGC,TRIPURA CCPP,726.6,328,240.25
REG1,Apr-16,NORTHERN,RAJASTHAN,PVT,THERMAL,COAL,APL,KAWAI TPS,1320,738,837.84
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,JPL,TAMNAR TPP,2400,458,373.06
REG4,Apr-16,EASTERN,ORISSA,STATE,HYDRO,HYDRO,OHPC,RENGALI  HPS.,250,29,30.04
REG4,Apr-16,EASTERN,JHARKHAND,CENTRAL,HYDRO,HYDRO,DVC,MAITHON  HPS.,63.2,6,0.8
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,UHL-III HPS,0,NA,0
REG4,Apr-16,EASTERN,WEST BENGAL,CENTRAL,THERMAL,COAL,DVC,DURGAPUR STEEL TPS,1000,286,564.55
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,KWPCL,AVANTHA BHANDAR,600,49,288.56
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,THERMAL,NATURAL GAS,TNGDCL,KUTTALAM CCPP,100,47,43.57
REG2,Apr-16,WESTERN,GUJARAT,PVT,THERMAL,NATURAL GAS,GIPCL,GIPCL. GT IMP,0,13,17.35
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,RattanIndia,NASIK (P) TPS,270,0,0
REG3,Apr-16,SOUTHERN,KERALA,STATE,THERMAL,DIESEL,KSEB,BRAMHAPURAM DG,63.96,3,4.3
REG1,Apr-16,NORTHERN,PUNJAB,STATE,HYDRO,HYDRO,PSPCL,ANANDPUR SAHIB HPS,134,26,41.15
REG1,Apr-16,NORTHERN,UTTAR PRADESH,CENTRAL,THERMAL,NATURAL GAS,NTPC Ltd.,DADRI CCPP,829.78,187,243.72
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,RIL (DAHANU),DAHANU TPS,500,355,199.05
REG1,Apr-16,NORTHERN,RAJASTHAN,STATE,THERMAL,NATURAL GAS,RRVUNL,DHOLPUR CCPP,330,1,3.6
REG1,Apr-16,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,DULHASTI  HPS,390,179,194.21
REG4,Apr-16,EASTERN,WEST BENGAL,CENTRAL,THERMAL,COAL,NTPC Ltd.,FARAKKA STPS,2100,1071,602.74
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,GHATGHAR  PSS  HPS,250,34,21.06
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,PVT,THERMAL,NATURAL GAS,KONDAPALI,KONDAPALLI  EXTN CCPP .,366,0,0
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,KALINADI SUPA  HPS,100,24,38.07
REG4,Apr-16,EASTERN,WEST BENGAL,STATE,THERMAL,NATURAL GAS,WBPDC,KASBA GT (Liq.),40,0,0
REG1,Apr-16,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,SALAL  HPS,690,250,301.5
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,KOYNA-III  HPS,320,72,51.05
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,SHOLAYAR  HPS.,54,27,25
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,COAL,GSECL,KUTCH LIG. TPS,290,153,182.32
REG3,Apr-16,SOUTHERN,TAMIL NADU,CENTRAL,NUCLEAR,NUCLEAR,NPCIL,KUDANKULAM,1000,588,707.68
REG1,Apr-16,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,CHUTAK HPS,44,5,3.67
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,WPCL,AKALTARA TPS,1200,576,733.25
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,LOWER JURALA HPS,160,0,0
REG1,Apr-16,NORTHERN,UTTARAKHAND,PVT,THERMAL,NATURAL GAS,GIPL,GAMA CCPP,0,0,0
REG3,Apr-16,SOUTHERN,KARNATAKA,PVT,THERMAL,DIESEL,BELLARY,BELLARY DG,25.2,0,0
REG4,Apr-16,EASTERN,WEST BENGAL,PVT,THERMAL,COAL,CESC,SOUTHERN REPL. TPS,135,49,69.3
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,TILLARI  HPS,60,8,7.35
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,CENTRAL,HYDRO,HYDRO,NHPC,BAIRA SIUL  HPS,180,87,82.55
REG1,Apr-16,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,KULHAL  HPS,30,0,6.25
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,THERMAL,NATURAL GAS,TNGDCL,VALUTHUR CCPP,186.2,66,55.88
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,BHAWANI KATTAL HPS,30,1,0.95
REG2,Apr-16,WESTERN,CHHATTISGARH,CENTRAL,THERMAL,COAL,NSPCL,BHILAI TPS,500,321,312
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,COAL,GSECL,WANAKBORI TPS,1470,457,781.06
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,PVT,THERMAL,NATURAL GAS,GAUTAMI,GAUTAMI CCPP,464,0,0
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,GHAT PRABHA  HPS,32,1,2.27
REG1,Apr-16,NORTHERN,PUNJAB,STATE,THERMAL,COAL,PSPCL,GH TPS (LEH.MOH.),920,333,191.52
REG4,Apr-16,EASTERN,WEST BENGAL,PVT,THERMAL,COAL,CESC,NEW COSSIPORE TPS,NA,0,0
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,THERMAL,COAL,MAHAGENCO,PARLI TPS,1380,0,0
REG4,Apr-16,EASTERN,BIHAR,STATE,THERMAL,COAL,BSEB,BARAUNI TPS,210,0,0
REG1,Apr-16,NORTHERN,DELHI,STATE,THERMAL,COAL,IPGPCL,RAJGHAT TPS,135,4,0
REG2,Apr-16,WESTERN,GUJARAT,PVT,THERMAL,NATURAL GAS,GIPCL,BARODA CCPP,160,17,45.74
REG4,Apr-16,EASTERN,SIKKIM,CENTRAL,HYDRO,HYDRO,NHPC,RANGIT HPS,60,17,14.58
REG1,Apr-16,NORTHERN,PUNJAB,STATE,HYDRO,HYDRO,PSPCL,RANJIT SAGAR  HPS,600,105,75.32
REG2,Apr-16,WESTERN,GUJARAT,PVT,THERMAL,NATURAL GAS,TOR. POW. (UNOSUGEN),UNOSUGEN CCPP,382.5,0,0
REG2,Apr-16,WESTERN,MAHARASHTRA,CENTRAL,THERMAL,NATURAL GAS,RGPPL,RATNAGIRI CCPP II,740,0,201.26
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,NATURAL GAS,GPPCL,PIPAVAV CCPP,702,0,40.54
REG1,Apr-16,NORTHERN,PUNJAB,PVT,THERMAL,COAL,NPL,RAJPURA TPP,1400,427,665.46
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,LOWER PERIYAR  HPS.,180,15,12.88
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,PRIYADARSHNI  JURALA  HPS,234,0,0
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,ACB,CHAKABURA TPP,30,16,17.96
REG2,Apr-16,WESTERN,CHHATTISGARH,STATE,THERMAL,COAL,CSPGCL,MARWA TPS,500,0,162.31
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,RattanIndia,AMARAVATI TPS,1350,621,487.86
REG4,Apr-16,EASTERN,BIHAR,CENTRAL,THERMAL,COAL,NTPC Ltd.,BARH II,1320,560,444.11
REG1,Apr-16,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,LPGCL,LALITPUR TPS,1980,0,278.11
REG5,Apr-16,NORTH EASTERN,ASSAM,CENTRAL,THERMAL,COAL,NTPC Ltd.,BONGAIGAON TPP,250,90,145.39
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,CENTRAL,HYDRO,HYDRO,NHPC,CHAMERA- II  HPS,300,116,102.98
REG2,Apr-16,WESTERN,MADHYA PRADESH,STATE,THERMAL,COAL,MPPGCL,AMARKANTAK EXT TPS,210,141,152.3
REG4,Apr-16,EASTERN,WEST BENGAL,STATE,THERMAL,COAL,DPL,D.P.L. TPS,880,171,298.01
REG4,Apr-16,EASTERN,ANDAMAN NICOBAR,STATE,THERMAL,DIESEL,A&N ADM,AND. NICOBAR DG,40.05,12,18.66
REG1,Apr-16,NORTHERN,HARYANA,CENTRAL,THERMAL,NATURAL GAS,NTPC Ltd.,FARIDABAD CCPP,431.59,94,41.85
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,LANCO,PATHADI TPP,600,288,429.54
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,VARAHI  HPS,460,81,76.34
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,PVT,HYDRO,HYDRO,GBHPPL,BUDHIL HPS,70,24,11.64
REG1,Apr-16,NORTHERN,RAJASTHAN,STATE,HYDRO,HYDRO,RRVUNL,R P SAGAR  HPS,172,0,0.02
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,JOG  HPS,139.2,15,58.42
REG2,Apr-16,WESTERN,GUJARAT,STATE,HYDRO,HYDRO,SSNNL,S SAROVAR CHPH  HPS,250,41,17.09
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,KOYNA DPH  HPS,36,10,19.11
REG4,Apr-16,EASTERN,JHARKHAND,PVT,THERMAL,COAL,TATA PCL,JOJOBERA TPS,360,210,176.94
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,SABARIGIRI  HPS.,300,152,130.15
REG5,Apr-16,NORTH EASTERN,TRIPURA,CENTRAL,THERMAL,NATURAL GAS,NEEPCO.,AGARTALA GT,109.5,62,52.92
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,THERMAL,COAL,TSGENCO,KOTHAGUDEM TPS (NEW),1000,572,607.26
REG4,Apr-16,EASTERN,WEST BENGAL,STATE,THERMAL,COAL,WBPDC,BANDEL TPS,450,117,179.7
REG1,Apr-16,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,BEPL,KUNDARKI TPS,90,30,56.41
REG1,Apr-16,NORTHERN,UTTARAKHAND,PVT,THERMAL,NATURAL GAS,BIPL,BETA CCPP,0,0,0
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPPCL,SAINJ HPS,0,0,0
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,SANJAY  HPS,120,0,0
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,SARKARPATHY  HPS.,30,0,7.67
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,BASSI  HPS,60,26,32.22
REG1,Apr-16,NORTHERN,UTTAR PRADESH,STATE,HYDRO,HYDRO,UPJVNL,RIHAND  HPS,300,27,17.26
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,SHARAVATHI  HPS,1035,213,195.55
REG1,Apr-16,NORTHERN,RAJASTHAN,STATE,THERMAL,COAL,RRVUNL,SURATGARH TPS,1500,536,403.52
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,THERMAL,COAL,KPCL,BELLARY TPS,1700,557,660.38
REG1,Apr-16,NORTHERN,UTTAR PRADESH,CENTRAL,THERMAL,COAL,NTPC Ltd.,TANDA TPS,440,267,288.9
REG1,Apr-16,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,KHATIMA  HPS,41.4,10,10
REG5,Apr-16,NORTH EASTERN,ASSAM,CENTRAL,HYDRO,HYDRO,NEEPCO.,KOPILI  HPS.,225,2,8.72
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,LARJI  HPS,126,61,44.77
REG4,Apr-16,EASTERN,ORISSA,STATE,HYDRO,HYDRO,OHPC,MACHKUND  HPS,114.75,43,19.71
REG2,Apr-16,WESTERN,GUJARAT,CENTRAL,THERMAL,NATURAL GAS,NTPC Ltd.,GANDHAR CCPP,657.39,126,241.38
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,COAL,GSECL,GANDHI NAGAR TPS,870,197,254.59
REG1,Apr-16,NORTHERN,UTTAR PRADESH,STATE,HYDRO,HYDRO,UPJVNL,MATATILA  HPS,30.6,0,0.67
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,MOYAR  HPS,36,12,15.91
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,STATE,HYDRO,HYDRO,APGENCO,NAGARJUN SGR RBC   HPS,90,2,0
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,NAGARJUN SGR  HPS,815.6,10,0.04
REG5,Apr-16,NORTH EASTERN,ASSAM,STATE,THERMAL,NATURAL GAS,APGPCL,NAMRUP CCPP,119,35,30
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,NARIAMANGLAM  HPS,70,13,14.33
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,THERMAL,COAL,MAHAGENCO,NASIK TPS,630,325,361.87
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,CENTRAL,HYDRO,HYDRO,SJVNL,NATHPA JHAKRI HPS,1500,397,309.48
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,PALLIVASAL  HPS.,37.5,17,14.68
REG4,Apr-16,EASTERN,JHARKHAND,CENTRAL,THERMAL,COAL,PVUNL,PATRATU TPS,770,49,45.98
REG2,Apr-16,WESTERN,MADHYA PRADESH,STATE,HYDRO,HYDRO,MPPGCL,PENCH  HPS,160,20,11.31
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,PYKARA  HPS.,59.2,1,0.02
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,PYKARA ULTMATE  HPS.,150,27,57.98
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,THERMAL,COAL,TSGENCO,RAMAGUNDEM - B TPS,62.5,26,39.72
REG1,Apr-16,NORTHERN,UTTAR PRADESH,CENTRAL,THERMAL,COAL,NTPC Ltd.,UNCHAHAR TPS,1050,491,507.19
REG4,Apr-16,EASTERN,SIKKIM,STATE,HYDRO,HYDRO,TUL,TEESTA-III HPS,0,0,0
REG3,Apr-16,SOUTHERN,TAMIL NADU,PVT,THERMAL,COAL,IBPIL,TUTICORIN (P) TPP,300,62,23.62
REG3,Apr-16,SOUTHERN,TAMIL NADU,PVT,THERMAL,COAL,CEPL,MUTHIARA TPP,1200,230,650.7
REG1,Apr-16,NORTHERN,DELHI,CENTRAL,THERMAL,COAL,NTPC Ltd.,BADARPUR TPS,705,88,233.63
REG3,Apr-16,SOUTHERN,KARNATAKA,PVT,THERMAL,COAL,JSWEL,TORANGALLU TPS(SBU-I),260,176,188.88
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,THERMAL,NATURAL GAS,MAHAGENCO,URAN CCPP,672,206,305.76
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,KUTTIYADI ADDL. EXTN. HPS,100,NA,10.87
REG1,Apr-16,NORTHERN,PUNJAB,PVT,THERMAL,COAL,TSPL,TALWANDI SABO TPP,1980,378,457.64
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,PVT,THERMAL,COAL,TPCIL,PAINAMPURAM TPP,1320,740,521.39
REG2,Apr-16,WESTERN,MAHARASHTRA,CENTRAL,THERMAL,COAL,NTPC Ltd.,MAUDA TPS,1660,259,480.15
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,METTUR TUNNEL  HPS.,200,0,0
REG3,Apr-16,SOUTHERN,KARNATAKA,PVT,THERMAL,COAL,UPCL,UDUPI TPP,1200,704,714.72
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,PVT,HYDRO,HYDRO,HBPCL,KARCHAM WANGTOO HPS,1000,200,157.14
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,PVT,THERMAL,COAL,MEL,THAMMINAPATNAM TPS,300,146,203.38
REG2,Apr-16,WESTERN,MADHYA PRADESH,PVT,THERMAL,COAL,MBPMPL,ANUPPUR TPP,1200,288,237.45
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,THERMAL,COAL,SCCL,SINGARENI TPP,600,0,0
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,BHIRA TAIL RACE  HPS,80,4,5.82
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,HYDRO,HYDRO,TATA MAH.,BHIVPURI  HPS,75,30,0.8
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,CENTRAL,HYDRO,HYDRO,NHPC,CHAMERA- I  HPS,540,208,190.81
REG5,Apr-16,NORTH EASTERN,NAGALAND,CENTRAL,HYDRO,HYDRO,NEEPCO.,DOYANG  HPS.,75,2,2.09
REG1,Apr-16,NORTHERN,RAJASTHAN,STATE,THERMAL,COAL,RRVUNL,CHHABRA TPP,1000,319,618.1
